Date,StockPrice
01-01-1970,111.8742857
02-01-1970,111.4536842
03-01-1970,108.4514286
04-01-1970,106.2886364
05-01-1970,73.33285714
06-01-1970,48.31863636
07-01-1970,51.32045455
08-01-1970,51.58571429
09-01-1970,52.9247619
10-01-1970,54.04727273
11-01-1970,57.2645
12-01-1970,59.04636364
01-01-1971,57.42
02-01-1971,58.33736842
03-01-1971,60.46347826
04-01-1971,61.18047619
05-01-1971,59.977
06-01-1971,63.37454545
07-01-1971,68.51619048
08-01-1971,68.77636364
09-01-1971,72.46285714
10-01-1971,71.17714286
11-01-1971,73.3252381
12-01-1971,76.60045455
01-01-1972,78.04
02-01-1972,85.1115
03-01-1972,86.33318182
04-01-1972,90.198
05-01-1972,94.97
06-01-1972,97.11272727
07-01-1972,96.3865
08-01-1972,97.93304348
09-01-1972,97.2845
10-01-1972,98.66318182
11-01-1972,108.9925
12-01-1972,108.9789474
01-01-1973,114.5409524
02-01-1973,108.5184211
03-01-1973,108.1295455
04-01-1973,99.686
05-01-1973,100.2309091
06-01-1973,102.2252381
07-01-1973,106.022381
08-01-1973,103.683913
09-01-1973,97.52473684
10-01-1973,99.61304348
11-01-1973,99.42142857
12-01-1973,93.148
01-01-1974,89.3
02-01-1974,85.39368421
03-01-1974,91.24238095
04-01-1974,88.83142857
05-01-1974,97.045
06-01-1974,101.486
07-01-1974,98.51
08-01-1974,87.44136364
09-01-1974,78.992
10-01-1974,78.51521739
11-01-1974,85.842
12-01-1974,80.30190476
01-01-1975,83.64636364
02-01-1975,93.01105263
03-01-1975,95.0615
04-01-1975,94.66909091
05-01-1975,96.04095238
06-01-1975,95.6652381
07-01-1975,94.88454545
08-01-1975,86.56333333
09-01-1975,83.51
10-01-1975,87.60173913
11-01-1975,92.19578947
12-01-1975,90.76545455
01-01-1976,93.24857143
02-01-1976,88.28736842
03-01-1976,85.7973913
04-01-1976,89.51
05-01-1976,88.554
06-01-1976,90.20818182
07-01-1976,97.42095238
08-01-1976,94.52681818
09-01-1976,95.20095238
10-01-1976,92.75904762
11-01-1976,93.299
12-01-1976,92.44181818
01-01-1977,89.5347619
02-01-1977,83.85263158
03-01-1977,82.33434783
04-01-1977,77.4795
05-01-1977,75.66428571
06-01-1977,79.19636364
07-01-1977,80.73473684
08-01-1977,82.37956522
09-01-1977,85.27857143
10-01-1977,82.55047619
11-01-1977,83.19428571
12-01-1977,84.04619048
01-01-1978,81.84190476
02-01-1978,78.54947368
03-01-1978,76.17363636
04-01-1978,78.43
05-01-1978,84.65727273
06-01-1978,86.42409091
07-01-1978,88.235
08-01-1978,88.79173913
09-01-1978,88.771
10-01-1978,86.17454545
11-01-1978,84.71857143
12-01-1978,87.2795
01-01-1979,87.44181818
02-01-1979,82.92526316
03-01-1979,80.93636364
04-01-1979,80.017
05-01-1979,79.44681818
06-01-1979,78.62285714
07-01-1979,75.2952381
08-01-1979,77.97521739
09-01-1979,77.84052632
10-01-1979,76.60130435
11-01-1979,73.30142857
12-01-1979,73.992
01-01-1980,73.49227273
02-01-1980,71.867
03-01-1980,65.74333333
04-01-1980,68.72428571
05-01-1980,76.48666667
06-01-1980,75.81333333
07-01-1980,75.49727273
08-01-1980,79.99761905
09-01-1980,76.83714286
10-01-1980,71.68304348
11-01-1980,70.44888889
12-01-1980,66.67454545
01-01-1981,69.23666667
02-01-1981,67.29368421
03-01-1981,71.65727273
04-01-1981,71.2947619
05-01-1981,69.754
06-01-1981,74.49272727
07-01-1981,73.86136364
08-01-1981,70.21857143
09-01-1981,69.98714286
10-01-1981,74.35
11-01-1981,77.861
12-01-1981,79.11727273
01-01-1982,81.248
02-01-1982,83.60894737
03-01-1982,81.28565217
04-01-1982,85.67047619
05-01-1982,85.185
06-01-1982,83.65681818
07-01-1982,85.15190476
08-01-1982,88.25272727
09-01-1982,97.66333333
10-01-1982,108.2661905
11-01-1982,111.9142857
12-01-1982,117.4181818
01-01-1983,111.4385714
02-01-1983,97.25578947
03-01-1983,58.3226087
04-01-1983,61.3585
05-01-1983,56.99047619
06-01-1983,54.42181818
07-01-1983,54.2865
08-01-1983,52.53565217
09-01-1983,55.79380952
10-01-1983,57.94285714
11-01-1983,56.88285714
12-01-1983,57.2047619
01-01-1984,54.12761905
02-01-1984,48.3575
03-01-1984,47.30363636
04-01-1984,47.908
05-01-1984,48.17818182
06-01-1984,51.3947619
07-01-1984,52.87142857
08-01-1984,55.36565217
09-01-1984,55.44157895
10-01-1984,55.69304348
11-01-1984,58.18666667
12-01-1984,57.8765
01-01-1985,56.29136364
02-01-1985,56.28578947
03-01-1985,56.2947619
04-01-1985,53.04952381
05-01-1985,52.26954545
06-01-1985,54.2155
07-01-1985,57.66181818
08-01-1985,57.71863636
09-01-1985,57.24526316
10-01-1985,58.28956522
11-01-1985,66.0045
12-01-1985,69.15238095
01-01-1986,66.72545455
02-01-1986,66.48473684
03-01-1986,71.911
04-01-1986,74.88954545
05-01-1986,74.13
06-01-1986,76.77142857
07-01-1986,76.45818182
08-01-1986,77.90238095
09-01-1986,72.43857143
10-01-1986,71.42173913
11-01-1986,75.84736842
12-01-1986,78.64045455
01-01-1987,83.15333333
02-01-1987,86.74894737
03-01-1987,91.33318182
04-01-1987,90.12952381
05-01-1987,89.4545
06-01-1987,96.11227273
07-01-1987,94.01
08-01-1987,98.6952381
09-01-1987,98.42142857
10-01-1987,89.60181818
11-01-1987,85.662
12-01-1987,84.22045455
01-01-1988,84.923
02-01-1988,82.9235
03-01-1988,80.63434783
04-01-1988,78.8425
05-01-1988,74.32619048
06-01-1988,77.25409091
07-01-1988,74.729
08-01-1988,73.83565217
09-01-1988,78.2547619
10-01-1988,81.58095238
11-01-1988,81.41
12-01-1988,84.53952381
01-01-1989,87.78428571
02-01-1989,90.36578947
03-01-1989,89.90227273
04-01-1989,93.029
05-01-1989,99.22
06-01-1989,108.4309091
07-01-1989,114.573
08-01-1989,123.6673913
09-01-1989,122.5985
10-01-1989,127.2845455
11-01-1989,103.802381
12-01-1989,67.067
01-01-1990,67.56727273
02-01-1990,64.75631579
03-01-1990,65.68636364
04-01-1990,69.479
05-01-1990,75.83318182
06-01-1990,82.99761905
07-01-1990,88.24238095
08-01-1990,78.4173913
09-01-1990,75.43157895
10-01-1990,77.50956522
11-01-1990,80.93761905
12-01-1990,85.5475
01-01-1991,80.96363636
02-01-1991,82.43210526
03-01-1991,84.21
04-01-1991,85.54954545
05-01-1991,82.92318182
06-01-1991,81.935
07-01-1991,79.53681818
08-01-1991,82.06090909
09-01-1991,83.5275
10-01-1991,82.94304348
11-01-1991,82.379
12-01-1991,85.0452381
01-01-1992,94.92409091
02-01-1992,100.9
03-01-1992,100.0268182
04-01-1992,101.1280952
05-01-1992,103.2545
06-01-1992,71.93818182
07-01-1992,49.30954545
08-01-1992,48.75809524
09-01-1992,48.12714286
10-01-1992,50.76909091
11-01-1992,53.628
12-01-1992,53.70045455
01-01-1993,50.7015
02-01-1993,50.73894737
03-01-1993,52.18086957
04-01-1993,47.97904762
05-01-1993,49.2835
06-01-1993,49.07045455
07-01-1993,50.78761905
08-01-1993,47.71318182
09-01-1993,47.88333333
10-01-1993,50.93095238
11-01-1993,55.03190476
12-01-1993,56.91181818
01-01-1994,57.91428571
02-01-1994,58.23842105
03-01-1994,55.95956522
04-01-1994,54.62105263
05-01-1994,55.28809524
06-01-1994,55.91727273
07-01-1994,54.2455
08-01-1994,56.29130435
09-01-1994,59.49619048
10-01-1994,61.7052381
11-01-1994,62.74095238
12-01-1994,62.03142857
01-01-1995,62.28238095
02-01-1995,65.62263158
03-01-1995,67.64956522
04-01-1995,68.11578947
05-01-1995,69.79272727
06-01-1995,71.88363636
07-01-1995,69.411
08-01-1995,68.54130435
09-01-1995,73.517
10-01-1995,80.28818182
11-01-1995,84.74190476
12-01-1995,85.0535
01-01-1996,86.19045455
02-01-1996,84.4605
03-01-1996,85.86714286
04-01-1996,84.61714286
05-01-1996,86.52136364
06-01-1996,90.1225
07-01-1996,87.04227273
08-01-1996,89.77636364
09-01-1996,91.8365
10-01-1996,96.88913043
11-01-1996,105.772
12-01-1996,106.4680952
01-01-1997,110.2186364
02-01-1997,122.3542105
03-01-1997,122.0165
04-01-1997,120.5090909
05-01-1997,132.152381
06-01-1997,138.0342857
07-01-1997,149.62
08-01-1997,141.997619
09-01-1997,114.0552381
10-01-1997,70.84652174
11-01-1997,73.39736842
12-01-1997,79.53272727
01-01-1998,80.177
02-01-1998,82.48
03-01-1998,84.14863636
04-01-1998,84.96809524
05-01-1998,82.8665
06-01-1998,87.59636364
07-01-1998,90.02681818
08-01-1998,79.63809524
09-01-1998,72.51714286
10-01-1998,80.36
11-01-1998,89.7965
12-01-1998,88.85954545
01-01-1999,87.47842105
02-01-1999,88.93789474
03-01-1999,93.64217391
04-01-1999,97.20285714
05-01-1999,93.08
06-01-1999,89.36227273
07-01-1999,87.87
08-01-1999,95.02681818
09-01-1999,99.70666667
10-01-1999,97.59666667
11-01-1999,108.2480952
12-01-1999,110.0363636
01-01-2000,108.801
02-01-2000,93.78
03-01-2000,62.88173913
04-01-2000,64.64210526
05-01-2000,63.4
06-01-2000,57.81318182
07-01-2000,57.26
08-01-2000,60.3373913
09-01-2000,62.613
10-01-2000,72.39636364
11-01-2000,71.77857143
12-01-2000,73.2735
01-01-2001,72.12904762
02-01-2001,74.21578947
03-01-2001,65.90318182
04-01-2001,59.303
05-01-2001,65.02954545
06-01-2001,63.82428571
07-01-2001,67.77095238
08-01-2001,73.16695652
09-01-2001,73.01466667
10-01-2001,71.96521739
11-01-2001,77.24380952
12-01-2001,78.9125
01-01-2002,78.61619048
02-01-2002,83.59631579
03-01-2002,86.8895
04-01-2002,89.99227273
05-01-2002,91.51954545
06-01-2002,91.3795
07-01-2002,84.48
08-01-2002,89.52727273
09-01-2002,90.29
10-01-2002,89.8273913
11-01-2002,86.674
12-01-2002,86.52761905
01-01-2003,85.82238095
02-01-2003,83.96736842
03-01-2003,84.35380952
04-01-2003,89.52714286
05-01-2003,89.71190476
06-01-2003,91.19714286
07-01-2003,89.01227273
08-01-2003,88.14
09-01-2003,91.33904762
10-01-2003,95.47521739
11-01-2003,96.37684211
12-01-2003,97.575
01-01-2004,99.2035
02-01-2004,102.4089474
03-01-2004,103.4578261
04-01-2004,105.6595238
05-01-2004,106.4405
06-01-2004,88.9552381
07-01-2004,54.26666667
08-01-2004,54.36681818
09-01-2004,55.39857143
10-01-2004,53.32095238
11-01-2004,53.52904762
12-01-2004,55.435
01-01-2005,55.364
02-01-2005,52.99473684
03-01-2005,53.07545455
04-01-2005,54.2352381
05-01-2005,55.3747619
06-01-2005,54.46772727
07-01-2005,54.2145
08-01-2005,54.62086957
09-01-2005,56.29047619
10-01-2005,56.09190476
11-01-2005,56.51
12-01-2005,57.9647619
01-01-2006,58.592
02-01-2006,60.15736842
03-01-2006,59.46521739
04-01-2006,56.97894737
05-01-2006,55.67636364
06-01-2006,54.90454545
07-01-2006,56.3785
08-01-2006,59.99
09-01-2006,61.5755
10-01-2006,62.54409091
11-01-2006,63.38142857
12-01-2006,63.802
01-01-2007,64.69
02-01-2007,64.60842105
03-01-2007,62.66454545
04-01-2007,63.3515
05-01-2007,62.69545455
06-01-2007,62.27142857
07-01-2007,62.14333333
08-01-2007,64.35478261
09-01-2007,67.69947368
10-01-2007,70.88956522
11-01-2007,71.67857143
12-01-2007,73.906
01-01-2008,68.90285714
02-01-2008,66.2765
03-01-2008,67.6295
04-01-2008,68.975
05-01-2008,65.95047619
06-01-2008,64.94142857
07-01-2008,63.73227273
08-01-2008,69.23666667
09-01-2008,70.39857143
10-01-2008,63.4773913
11-01-2008,63.52684211
12-01-2008,60.71681818
01-01-2009,58.8715
02-01-2009,51.47157895
03-01-2009,46.88454545
04-01-2009,49.44761905
05-01-2009,51.6755
06-01-2009,51.90045455
07-01-2009,54.04545455
08-01-2009,53.09809524
09-01-2009,55.7647619
10-01-2009,57.51818182
11-01-2009,61.297
12-01-2009,62.05272727
